user_id,tweet_id,is_bot,Minimal Prompt Response,Full-Feature Prompt Response
14628294,1576105640967036928,True,"כן
","לא
"
1535734767693533185,1587830198694813696,False,"לא
","לא
"
1259693465035780096,1567218427026178055,True,"כן
","כן
"
1410979696347652105,1559284748857577475,False,Error: Quota exceeded after retries,Error: Quota exceeded after retries
1583923141986091008,1587538636047646720,True,"לא
","כן
"
1444961790996189184,1588237826550034433,False,"לא
","לא
"
1226506636547616769,1587868087923216390,True,"כן
","לא
"
29256831,1571879184854814721,False,Error: Quota exceeded after retries,Error: Quota exceeded after retries
1584427338581671936,1587453289360019456,True,"כן
","כן
"
1157871227857506304,1568912602138386435,False,"לא
","לא
"
1584426354379931648,1587531178545803264,True,"כן
","כן
"
29256831,1576672703691378689,False,Error: Quota exceeded after retries,Error: Quota exceeded after retries
1583912651398123520,1587472860427059200,True,"כן
","כן
"
1459446403453919232,1569159723320233985,False,"כן
","כן
"
1259693465035780096,1579030167611387905,True,"לא
","לא
"
179379745,1556843977617412097,False,Error: Quota exceeded after retries,"כן
"
1475583508781441029,1569256210586816512,True,"כן
","לא
"
1459446403453919232,1565933002554736641,False,"כן
","כן
"
1259693465035780096,1582586666380046338,True,"לא
",Error: Quota exceeded after retries
986646252778639367,1557822074797916161,False,Error: Quota exceeded after retries,"כן
"
1583923961444061185,1587485885536141312,True,"כן
","כן
"
29256831,1555083767953465345,False,"כן
","לא
"
1303691749987155968,1564372964669362178,True,"כן
","כן
"
29256831,1580319882549555201,False,"כן
","לא
"
1584425341409718272,1587434223723417600,True,Error: Quota exceeded after retries,"כן
"
955168322,1588303559137071105,False,"כן
","כן
"
1583913226819207168,1587447164992573440,True,"לא
","כן
"
1273694559336194049,1569574321294823425,False,"לא
",Error: Quota exceeded after retries
1259693465035780096,1589635537539072000,True,Error: Quota exceeded after retries,"לא
"
1181115702645837825,1583136611880927245,False,"כן
","כן
"
1583923141986091008,1587466246756319234,True,"לא
","לא
"
29256831,1573691834575949824,False,"כן
",Error: Quota exceeded after retries
1584194165969399811,1587440148777553923,True,Error: Quota exceeded after retries,"כן
"
1181115702645837825,1589952157880823809,False,"כן
","כן
"
1214165759582068736,1561092115588841480,True,"כן
","כן
"
1181115702645837825,1582309822128873472,False,"כן
",Error: Quota exceeded after retries
1583892448480178176,1587476527825899521,True,Error: Quota exceeded after retries,"כן
"
1273694559336194049,1569576469306970114,False,"לא
","לא
"
1583908950197825536,1587488933562105856,True,"כן
","כן
"
955168322,1559319473479360513,False,"כן
",Error: Quota exceeded after retries
1303691749987155968,1567911790545195008,True,"כן
","לא
"
3586459285,1586834826925146115,False,"לא
","לא
"
1259693465035780096,1568151082534068226,True,"כן
","כן
"
331332556,1576657761454018561,False,Error: Quota exceeded after retries,Error: Quota exceeded after retries
1584160679896154112,1587429688523165696,True,"כן
","כן
"
1444961790996189184,1589639330116816896,False,"לא
","לא
"
1226506636547616769,1562011134185578498,True,"לא
","לא
"
179379745,1567533141895544834,False,Error: Quota exceeded after retries,"כן
"
1226506636547616769,1588132243528097792,True,"כן
","כן
"
870525872595496960,1573791740816986112,False,"לא
","לא
"
1584146633154961409,1587439134804623360,True,"כן
","כן
"
1394407618941235200,1583431425172602881,False,Error: Quota exceeded after retries,"לא
"
1583901163220455424,1587454808679555073,True,Error: Quota exceeded after retries,"כן
"
29256831,1587886342658084864,False,"כן
","לא
"
1584473989157916678,1587476446632476672,True,"לא
","כן
"
1157871227857506304,1583716627950211072,False,"כן
",Error: Quota exceeded after retries
1583925795306602496,1587497417527554048,True,Error: Quota exceeded after retries,"כן
"
29256831,1558241392333291521,False,"כן
","לא
"
1554424246558138369,1570106777659736066,True,"כן
","כן
"
331332556,1575352874820947970,False,"כן
",Error: Quota exceeded after retries
1584440358233985029,1587453477344530432,True,Error: Quota exceeded after retries,"כן
"
3165081402,1578007234407460864,False,"לא
","לא
"
1584255474009919488,1587430959623770112,True,"כן
","כן
"
1540887255774003200,1569118199785865216,False,"לא
",Error: Quota exceeded after retries
1583908568960757761,1587483347231481857,True,"כן
","כן
"
29256831,1556907340909117440,False,"כן
","כן
"
1583918605590491136,1587465661571211265,True,"כן
","כן
"
1157871227857506304,1554884155191828481,False,"לא
","לא
"
1226506636547616769,1586937532951961600,True,"לא
","לא
"
1181115702645837825,1583398477928681472,False,"כן
","כן
"
1214165759582068736,1564309420070342656,True,"כן
","כן
"
1459446403453919232,1571550773716353024,False,Error: Quota exceeded after retries,"כן
"
1584260690088382465,1587557337627185152,True,"לא
","כן
"
1017001795913175040,1568997326122897409,False,"לא
","לא
"
1583925669897330689,1587504626386948097,True,"לא
","כן
"
29256831,1579828608482172929,False,Error: Quota exceeded after retries,"כן
"
1583925669897330689,1587548565080920065,True,"כן
","כן
"
179379745,1559616838639706115,False,"כן
","כן
"
1584144382189776896,1587439016638525441,True,"לא
",Error: Quota exceeded after retries
1181115702645837825,1578885247630180352,False,"כן
","כן
"
1584318046684188673,1587441973463351296,True,"כן
","כן
"
331332556,1580391908852891648,False,"כן
","לא
"
1584473989157916678,1587435394139795457,True,"כן
","כן
"
1424382549191708681,1555295253929885696,False,"לא
",Error: Quota exceeded after retries
1226506636547616769,1589868062530220037,True,"כן
","כן
"
29256831,1566306157181906944,False,"כן
","כן
"
1583912651398123520,1587447034419634176,True,"לא
","כן
"
1273694559336194049,1565212882572562433,False,Error: Quota exceeded after retries,Error: Quota exceeded after retries
1583891623318261760,1587480669797879808,True,"לא
","לא
"
399455785,1579920350586220545,False,"כן
","כן
"
1583911039451598848,1587483998124527616,True,"כן
","כן
"
1540887255774003200,1570653174348017665,False,Error: Quota exceeded after retries,"לא
"
1583917943217233921,1587547393439895552,True,Error: Quota exceeded after retries,"כן
"
739376502102495232,1567415503014043648,False,"לא
","לא
"
1584278776019488769,1587491503500247040,True,"לא
","כן
"
1357319249002450956,1587736176387039234,False,"כן
","כן
"
1259693465035780096,1566355491311296515,True,Error: Quota exceeded after retries,"לא
"
1277254841312727041,1573185040472743936,False,"כן
","לא
"
1583924667550945280,1587474111881629696,True,"כן
","כן
"
2550340435,1586688000259489798,False,"כן
",Error: Quota exceeded after retries
1583925669897330689,1587497216175878144,True,Error: Quota exceeded after retries,"כן
"
3042299994,1586966733574873088,False,"לא
","לא
"
1583899435175739392,1587454674491228160,True,"כן
","כן
"
934133371160158209,1573578071684354049,False,"כן
","לא
"
1214165759582068736,1587747227174404097,True,"כן
","כן
"
1273694559336194049,1564936765039063040,False,"לא
","לא
"
1259693465035780096,1583758186649391106,True,"לא
","לא
"
1197229185338658817,1566412852835098624,False,"כן
",Error: Quota exceeded after retries
1214165759582068736,1561793441226522634,True,"לא
","לא
"
1157871227857506304,1558096647321784322,False,"כן
","לא
"
1226506636547616769,1583484753222979586,True,"כן
","לא
"
1273694559336194049,1567062128062009357,False,Error: Quota exceeded after retries,"כן
"
1214165759582068736,1583345149928566785,True,"כן
","כן
"
1181115702645837825,1580128955235196928,False,"כן
","כן
"
1259693465035780096,1562890790480650242,True,"לא
","לא
"
29256831,1570454733885952000,False,"כן
","לא
"
1583923141986091008,1587512361773985792,True,"כן
","כן
"
1157871227857506304,1556192203667562496,False,"כן
","לא
"
1259693465035780096,1589694003884085250,True,"כן
",Error: Quota exceeded after retries
1413816742384709636,1576833633041907712,False,"כן
","כן
"
1583916331648184320,1587456354892935168,True,"לא
","כן
"
29256831,1570612042977148929,False,"כן
","לא
"
14628294,1572115996055597057,True,Error: Quota exceeded after retries,"לא
"
15064230,1579797679005401089,False,"לא
","לא
"
65114706,1589249291490824194,True,"כן
","כן
"
1181115702645837825,1587929738030370817,False,"לא
",Error: Quota exceeded after retries
1303691749987155968,1570562389405474816,True,Error: Quota exceeded after retries,"כן
"
934133371160158209,1587684040462704640,False,"כן
","כן
"
1583910169951731712,1587455564342185985,True,"כן
","כן
"
331332556,1576847798963949569,False,"כן
",Error: Quota exceeded after retries
65114706,1583350142953934849,True,Error: Quota exceeded after retries,"לא
"
1413816742384709636,1589275294304964609,False,"כן
","כן
"
1583894549386039296,1587471286631952385,True,"לא
","כן
"
1520424288167288833,1587246553252728832,False,"לא
",Error: Quota exceeded after retries
1583899041338826752,1587515035554676737,True,Error: Quota exceeded after retries,"כן
"
1357319249002450956,1559506628801662977,False,"כן
","כן
"
1214165759582068736,1587029794889293827,True,"כן
","לא
"
712950877330542592,1581254027605835777,False,"כן
","כן
"
1583909435985907712,1587509090053345280,True,"לא
","כן
"
1357319249002450956,1559424489238269953,False,"כן
","כן
"
1584426354379931648,1587506138953617408,True,"לא
","כן
"
1181115702645837825,1583145936309477377,False,"כן
",Error: Quota exceeded after retries
1584318046684188673,1587432752709632000,True,"לא
","כן
"
934133371160158209,1581900838544756736,False,"לא
","לא
"
65114706,1587359917782056962,True,"לא
","לא
"
1273694559336194049,1567331812191641600,False,Error: Quota exceeded after retries,"לא
"
1583920883240161280,1587456593800531968,True,"כן
","כן
"
277659476,1588785927404408832,False,"לא
","לא
"
1226506636547616769,1556995656379670528,True,"כן
","כן
"
1277254841312727041,1566738701115424769,False,"לא
","לא
"
1584439581067599874,1587461279366598656,True,"כן
","כן
"
1197229185338658817,1572725656404000768,False,"לא
","לא
"
1583926286371938304,1587539549730717696,True,"כן
",Error: Quota exceeded after retries
986646252778639367,1576486109248311297,False,"כן
","לא
"
1583899435175739392,1587487983346647040,True,"כן
","כן
"
1277254841312727041,1573185871427289088,False,"לא
","לא
"
1584414848393572357,1587460651261128705,True,Error: Quota exceeded after retries,"כן
"
1394407618941235200,1571613506624946182,False,"לא
","כן
"
1584144382189776896,1587428779843997697,True,"כן
","כן
"
1357319249002450956,1556712780027379717,False,"כן
","כן
"
1583913808736620544,1587447304616673280,True,"לא
","כן
"
331332556,1565655044673994752,False,"כן
","לא
"
1259693465035780096,1586621130777010176,True,"לא
","לא
"
1181115702645837825,1587125147923890179,False,"כן
",Error: Quota exceeded after retries
1583909627535982592,1587509215215595522,True,"לא
","כן
"
1181115702645837825,1581398661925572608,False,"כן
","כן
"
1554418714799669248,1570106617735118849,True,"לא
","כן
"
1273694559336194049,1567061949133000715,False,Error: Quota exceeded after retries,"לא
"
1583912916331339776,1587472949589602304,True,"לא
","כן
"
1394407618941235200,1570518580403257344,False,"לא
","לא
"
1583900146450169858,1587533096567549953,True,"כן
","כן
"
1277254841312727041,1575806096878755841,False,Error: Quota exceeded after retries,Error: Quota exceeded after retries
1584305539340984320,1587441584210993152,True,"לא
","כן
"
934133371160158209,1588417530816872448,False,"כן
","כן
"
1584194165969399811,1587450684844089346,True,"כן
","כן
"
934133371160158209,1555088518405410817,False,Error: Quota exceeded after retries,"לא
"
1584294246240374784,1587431736660459520,True,"לא
","כן
"
934133371160158209,1565962768976576512,False,"כן
","כן
"
